trial  	problem size 	processes 	time
line:  1
1	250000	1	0.428723	
2	250000	1	0.384755	
3	250000	1	0.511393    
4	250000	1	0.511393    
5	250000	1	0.428723	
6	250000	1	0.384755	
7	250000	1	0.511393    
8	250000	1	0.511393    
9	250000	1	0.511393    
10	250000	1	0.511393    
1	500000	2	07000.712215	
2	20000	4	6052.640537	
3	20000	4	5566.475975	
4	20000	4	4192.604879	
5	20000	4	4149.599862	
6	20000	4	4158.316549	
7	20000	4	4152.267610	
8	20000	4	4157.806412	
9	20000	4	4159.311734	
10	20000	4	4145.590643	
1	40000	8	23928.932633	
2	40000	8	20635.771331	
3	40000	8	19037.754943	
4	40000	8	19594.473891	
5	40000	8	20397.871364	
6	40000	8		
8	1000000	4	0.600583	
9	1000000	4	0.594269	
10	1000000	4	0.575386	
1	2000000	8	0.962457	
2	2000000	8	0.933547	
3	2000000	8	0.946931	
4	2000000	8	0.935088	
5	2000000	8	0.932659	
6	2000000	8	0.950972	
7	2000000	8	1.021933	
8	2000000	8	0.948249	
9	2000000	8	0.954337	
10	2000000	8	1.078514	
1	4000000	16	2.551853	
2	4000000	16	2.573257	
3	4000000	16	2.543912	
4	4000000	16	2.572971	
5	4000000	16	2.574756	
6	4000000	16	2.537268	
7	4000000	16	2.573159	
8	4000000	16	2.566338	
9	4000000	16	2.550329	
10	4000000	16	2.549636	

line:  2
1	500000	1	0.812534	
2	500000	1	0.855194	
3	500000	1	0.870426	
4	500000	1	0.993663	
5	500000	1	0.725404	
6	500000	1	0.827229	
7	500000	1	0.762617	
8	500000	1	0.915657	
9	500000	1	0.941734	
10	500000	1	0.879204	
1	1000000	2	1.096083	
2	1000000	2	1.101356	
3	1000000	2	1.070712	
4	1000000	2	1.124550	
5	1000000	2	1.092535	
6	1000000	2	1.015959	
7	1000000	2	1.011047	
8	1000000	2	1.009701	
9	1000000	2	1.078465	
10	1000000	2	1.009299	
1	2000000	4	1.618728	
2	2000000	4	1.568615	
3	2000000	4	1.619494	
4	2000000	4	1.546787	
5	2000000	4	1.562557	
6	2000000	4	1.574340	
7	2000000	4	1.579708	
8	2000000	4	1.565135	
9	2000000	4	1.771258	
10	2000000	4	1.642083	
1	4000000	8	2.564722	
2	4000000	8	2.566169	
3	4000000	8	2.566983	
4	4000000	8	2.558292	
5	4000000	8	2.564241	
6	4000000	8	2.571321	
7	4000000	8	2.559243	
8	4000000	8	2.558582	
9	4000000	8	2.557331	
10	4000000	8	2.558335	
1	8000000	16	7.149695	
2	8000000	16	7.178415	
3	8000000	16	7.151634	
4	8000000	16	7.112873	
5	8000000	16	7.117326	
6	8000000	16	7.175268	
7	8000000	16	7.175609	
8	8000000	16	7.222323	
9	8000000	16	7.153469	
10	8000000	16	7.174116	

line:  3
1	1000000	1	2.236352	
2	1000000	1	2.362653	
3	1000000	1	2.211936	
4	1000000	1	2.232566	
5	1000000	1	2.329515	
6	1000000	1	2.462464	
7	1000000	1	2.591246	
8	1000000	1	2.372748	
9	1000000	1	2.674421	
10	1000000	1	2.784375	
1	2000000	2	3.089384	
2	2000000	2	3.010683	
3	2000000	2	3.058747	
4	2000000	2	2.922215	
5	2000000	2	2.870192	
6	2000000	2	2.923037	
7	2000000	2	2.913951	
8	2000000	2	2.864366	
9	2000000	2	2.851664	
10	2000000	2	2.881984	
1	4000000	4	4.350901	
2	4000000	4	4.387625	
3	4000000	4	4.355978	
4	4000000	4	4.408802	
5	4000000	4	4.568121	
6	4000000	4	4.699232	
7	4000000	4	4.425101	
8	4000000	4	4.399541	
9	4000000	4	4.449187	
10	4000000	4	4.455240	
1	8000000	8	7.412131	
2	8000000	8	7.256841	
3	8000000	8	7.219357	
4	8000000	8	7.339015	
5	8000000	8	7.233108	
6	8000000	8	7.294636	
7	8000000	8	7.535873	
8	8000000	8	7.277271	
9	8000000	8	7.294050	
10	8000000	8	7.408810	
1	16000000	16	20.022852	
2	16000000	16	19.870978	
3	16000000	16	19.900491	
4	16000000	16	19.938366	
5	16000000	16	20.000942	
6	16000000	16	19.957222	
7	16000000	16	19.979642	
8	16000000	16	19.987247	
9	16000000	16	20.126105	
10	16000000	16	20.016024	

line:  4
1	2000000	1	6.312966	
2	2000000	1	5.976653	
3	2000000	1	5.931707	
4	2000000	1	5.929770	
5	2000000	1	5.839771	
6	2000000	1	5.750428	
7	2000000	1	5.738207	
8	2000000	1	5.651903	
9	2000000	1	5.610066	
10	2000000	1	5.960251	
1	4000000	2	10.430369	
2	4000000	2	9.519115	
3	4000000	2	9.781284	
4	4000000	2	8.950292	
5	4000000	2	8.526972	
6	4000000	2	8.525270	
7	4000000	2	8.657179	
8	4000000	2	8.476038	
9	4000000	2	8.465219	
10	4000000	2	8.509029	
1	8000000	4	13.075169	
2	8000000	4	13.218036	
3	8000000	4	13.284172	
4	8000000	4	13.892419	
5	8000000	4	13.517550	
6	8000000	4	14.135152	
7	8000000	4	14.288794	
8	8000000	4	13.882357	
9	8000000	4	13.349232	
10	8000000	4	13.897895	
1	16000000	8	22.622070	
2	16000000	8	23.059787	
3	16000000	8	23.630015	
4	16000000	8	23.357599	
5	16000000	8	23.005882	
6	16000000	8	23.104745	
7	16000000	8	22.551298	
8	16000000	8	23.324712	
9	16000000	8	22.277987	
10	16000000	8	22.314342	
1	32000000	16	56.036104	
2	32000000	16	56.264574	
3	32000000	16	56.267012	
4	32000000	16	56.214031	
5	32000000	16	56.252107	
6	32000000	16	55.992118	
7	32000000	16	56.235787	
8	32000000	16	56.349419	
9	32000000	16	56.202270	
10	32000000	16	56.219038	

line:  5
1	4000000	1	16.742709	
2	4000000	1	17.321345	
3	4000000	1	16.520232	
4	4000000	1	16.344894	
5	4000000	1	16.290639	
6	4000000	1	16.194461	
7	4000000	1	16.378380	
8	4000000	1	17.417988	
9	4000000	1	16.505585	
10	4000000	1	16.221132	
1	8000000	2	25.420514	
2	8000000	2	24.553453	
3	8000000	2	24.242091	
4	8000000	2	24.596816	
5	8000000	2	24.503944	
6	8000000	2	24.427081	
7	8000000	2	24.074571	
8	8000000	2	24.416424	
9	8000000	2	24.275782	
10	8000000	2	24.520601	
1	16000000	4	36.984311	
2	16000000	4	36.408648	
3	16000000	4	36.689537	
4	16000000	4	37.082220	
5	16000000	4	36.411159	
6	16000000	4	35.961911	
7	16000000	4	35.443525	
8	16000000	4	35.932377	
9	16000000	4	37.991950	
10	16000000	4	37.749015	
1	32000000	8	59.715961	
2	32000000	8	59.796561	
3	32000000	8	61.191347	
4	32000000	8	60.988201	
5	32000000	8	59.820348	
6	32000000	8	62.591154	
7	32000000	8	59.625960	
8	32000000	8	60.377209	
9	32000000	8	59.798168	
10	32000000	8	59.773172	
1	64000000	16	157.382350	
2	64000000	16	156.961162	
3	64000000	16	156.924165	
4	64000000	16	157.060252	
5	64000000	16	156.987899	
6	64000000	16	156.923985	
7	64000000	16	159.069184	
8	64000000	16	161.053229	
9	64000000	16	161.999086	
10	64000000	16	161.832991	

line:  6
1	8000000	1	52.886350	
2	8000000	1	56.183454	
3	8000000	1	59.211411	
4	8000000	1	52.395070	
5	8000000	1	45.476915	
6	8000000	1	45.564206	
7	8000000	1	46.432007	
8	8000000	1	45.576247	
9	8000000	1	48.125704	
10	8000000	1	45.889188	
1	16000000	2	67.163589	
2	16000000	2	66.929338	
3	16000000	2	66.885321	
4	16000000	2	66.845181	
5	16000000	2	66.981520	
6	16000000	2	63.596033	
7	16000000	2	67.086988	
8	16000000	2	66.521528	
9	16000000	2	63.419511	
10	16000000	2	66.796597	
1	32000000	4	97.185478	
2	32000000	4	99.372511	
3	32000000	4	97.503080	
4	32000000	4	102.741888	
5	32000000	4	111.616445	
6	32000000	4	112.164054	
7	32000000	4	107.575373	
8	32000000	4	96.631085	
9	32000000	4	97.541244	
10	32000000	4	98.543651	
1	64000000	8	162.045288	
2	64000000	8	161.454381	
3	64000000	8	161.581324	
4	64000000	8	161.687350	
5	64000000	8	161.069692	
6	64000000	8	161.407256	
7	64000000	8	161.700759	
8	64000000	8	205.201568	
9	64000000	8	191.088544	
10	64000000	8	204.394694	
1	128000000	16	451.451782	
2	128000000	16	429.360857	
3	128000000	16	448.843249	
4	128000000	16	441.804436	
5	128000000	16	440.882735	
6	128000000	16	441.941440	
7	128000000	16	486.663938	
8	128000000	16	486.663938	
9	128000000	16	460.630426	
10	128000000	16	467.710500	

